Node
Eve Mcveagh
Everett Clarke
Everett Sloane
F. Chase Taylor
Fanny Bryce
Fay Holden
Feg Murray
Felix Greenfield
Felix Selton
Fleetwood
Fletcher Markle
Florence Gill
Florence Mcmichael
Ford Bond
Forrest Lewis
Foy Willing
Fran Carlon
Frances Langford
Francis Phlanter
Francis Robinson
Francis X. Bushman
Frank Barton
Frank Bingham
Frank Buck
Frank Doyle
Frank Fontaine
Frank Gallop
Frank Gill Jr.
Frank Goss
Frank Graham
Frankie Messina
Franklin Brown
Frank Lovejoy
Franklyn Bresee
Franklyn Maccormack
Frank Martin
Frank Morgan
Frank Nelson
Frank Parker
Frank Provo
Frank Readick Jr.
Frank Sinatra
Fred Allen
Fred Archer
Fred Astaire
Fred Casper
Fred Coffin
Fred Collins
Freddy Martin
Frederick Chase Taylor
Frederick Shields
Fred Foy
Fred G. Clark
Fred Graham
Fred Howard
Fred Macmurray
Fred Scott
Fred Uttal
Fred Waring
Freman Gosden
Gabriel Blunt
Gabriel Heatter
Gale Gordon
Gale Page
Gale Storm
Garnett Marks
Gary Merrill
Gary Morton
Gayne Whiteman
Gene Hamilton
Gene Kirby
Gene La Valle
George Barclay
George Byron
George Coulouris
George Fenneman
George Fisher
George Gershwin
George Gunn
George Hogan
George Jay
George Jessel
George O'hanlon
George Petrie
George Putnam
George Raft
George Riley
George Shelton
George V. Denny Jr.
George Walsh
Georgia Ellis
Georgia Gibbs
Georgie Jessel
Georgie Price
Georgie Price And The Big Timers
Gerald Mohr
Gertrude Berg
Gertrude Neisen
Gertrude Warner
Gilbert Martin
Gil Stratton
Ginny Powell
Ginny Simms
Giselle Mackensie
Glenn Ford
Glenn Riggs
Gloria Blondell
Gloria De Haven
Gloria Gordon
Gloria Grafton
Goodman Ace
Gordon Fraser
Gordon Jenkins' Orchestra
Gordon Macrae
Graham Mcnamee
Grantland Rice
Groucho Marx
Gus Mack
Guy Lombardo And His Royal Canadians
Guy Madison
Hal Gibney
Hal Hodge
Hal Kanner's Little Band
Hal Kemp Orchestra
Hal March
Hal Studer
Hank Caldwell
Hanley Stafford
Hanley Stanford
Hans Conreid
Hans Conried
Happy Felton
Harlow Wilcox
Harold Collins
Harold Huber
Harold Lloyd
Harold Peary
Harold Stone
Harriet Hilliard
Harriet Nelson
Harry Babbitt
Harry Bartell
Harry Berge
Harry Elders
Harry Hickox
Harry James And His Music Makers
Harry Lang
Harry Marble
Harry Mcnaughton
Harry Von Zell
Harry Wismer
Harry Zimmerman Orchestra
Harvey Hayes
Hayes Gordon
Hedda Hopper
Helen Choate
Helene Dumas
Helen Grayco
Helen Hayes
Helen Strong
Henny Youngman
Henry Cook
Henry James Morgan
Henry Levine
Henry Morgan
Henry Ramer
Henry Russell
Henry Wadsworth
Henry Weber Orchestra
Herb Allen
Herb Butterfield
Herbert Marshall
Herb Hartig
Herb Lytton
Herb Vigran
Herold Ismel
Hewell Bennett
Hildegarde
Hiram Higsby
Hope Emerson
Horace Heidt
Horace Murphy
House Jameson
Howard Claney
Howard Culver
Howard Dietz
Howard Duff
Howard Mcnear
Howard Petrie
Howard Rieder
Hugh Brundage
Hugh Conrad
Hugh Douglas
Hugh Downs
Hugh Grant
Hugh Lind Casey
Hugh Studebaker
Hugo Winterhalter
Humphrey Bogart
Hunt Stromberg Jr.
Hy Averback
Ian Hendry
Ida Lupino
Ilka Chase
Iona Massey
Irene Dunne
Irene Rich
Irene Ryan
Irene Tedrow
Irwin Allen
J. Carrol Naish
J. Scott Smart
Jack Arthur
Jack Barry
Jack Benny
Jack Callahan
Jack Carson
Jack Cosello
Jack Costello
Jack Fina
Jack Haley
Jack Haskell
Jack Hilty
Jack Holden
Jackie Kelk
Jack Kirkwood
Jack Krusceon
Jack Lafrandre
Jack Lescoulie
Jack Mather
Jack Mccarthy
Jack Mccoy
Jack Mcelroy
Jack Morrisy
Jack Moyles
Jack Oakie
Jack Paar
Jack Raine
Jack Roarke
Jack Rogers
Jack Smith
Jackson Beck
Jack Webb
James Hilton
James Kelly
James Marshall
James Matthews
James Mehan
James Melton
James Monks
James Stewart
James Tomlson
Jane Ace
Jane Forman
Jane Morgan
Jane Pickens
Janet Waldo
Jane Webb
Jane Withers
Jane Wyatt
Jan Ford
Jan Minor
Jan Peerce
Jay Jostyn
Jay Novello
Jay Simms
Jay Stewart
Jeanette Nolan
Jean Gillespie
Jeanine Rose
Jeanne Bates
Jean Vander Pyl
Jeff Chandler
Jeff Corey
Jeri Sullivan
Jerry Colonna
Jerry Cooper
Jerry Housner
Jerry Lawrence
Jerry Lewis
Jerry Marshall
Jerry Walter
Jerry Wayne
Jesse White
Jessica Dragonette
Jess Kirkpatrick
Jim Ameche
Jim Arness
Jim Backus
Jim Doyle
Jim Goss
Jim Jordan
Jim Mcwilliams
Jimmie Mcclean
Jimmy Atkins
Jimmy Blade
Jimmy Carroll
Jimmy Dorsey
Jimmy Durante
Jimmy Fidler
Jimmy Leonard
Jimmy Lydon
Jimmy Skrogie
Jimmy Wallington
Jim Westover
Jinx Falkenburg
Joan Barton
Joan Bennett
Joan Blondell
Joan Davis
Joan Edwards
Joan Laser
Jody Gilbert
"Joe ""curley"" Bradley"
Joe Bessor
Joe Cook
Joe Forte
Joe Hassel
Joe Kearn
Joe Kelly
Joe Kerns
Joe Laurie Jr.
Joel Mccrea
Joe Penner
Joe Petruzzi
Joey Adams
John Archer
John Arlen
John Beal
John Boles
John Brown
John Calvin
John Campbell Jr.
John Chapman
John Charles Thomas
John Conrad
John Conte
John Cuthbertson
John Daly
John Dehner
John Galbraith
John Garfield
John Garth
John Gibson
John Griggs
John Grover
John Harlen
John Heston
John Hiestan
John Holbrook
John Holtman
John Houston
John J. Anthony
John Jacobs
John Kane
John Loder
John Mallow
John Mason Brown
John Mcintire
John Merlin
John M Kennedy
Johnny Desmond
Johnny Frasier
Johnny Grant
Johnny Green
Johnny Greenhouse
Johnny Jacobs
Johnny Lujack
Johnny Mcgovern
Johnny Mercer
Johnny Olson
Johnny Thompson
Johnny Wolfe
John Scott
John St. Ledger
John Stevenson
John Tillman
John Todd
John Wald
Jonathan Hale
Jonell Jones
Joseph Bell
Joseph Buloff
Joseph Campanella
Joseph Granby
Jo Stafford
Juano Hernandez
Judy Canova
June Foray
June Hutton
Karl Swenson
Karl Weber
Kate Smith
Kay Armen
Kay Kysar
Kay Kyser
Kay Lavalle
Kay St. Germain
Kay Thompson
Keener
Keith Herrin
Ken Brown
Ken Carpenter
Ken Christy
Ken Curtis
Ken Griffin
Ken Lynch
Ken Murray
Kenneth Banghart
Ken Niles
Ken Nordine
Kenny Baker
Kenny Delmar
Ken Peters
Ken Roberts
Kleve Kirby
Knox Manning
Kyle Kimbrough
Lamont Johnson
Lanny Ross
Larry Brooks
Larry Burke
Larry Cotton
Larry Dobkin
Larry Elliott
Larry Haines
Larry Keating
Larry Thor
Laura Mae Carpenter
Lauren Bacal
Lawson Zerby
Leah Ray
Lee Bennett
Lee Giroux
Lee Simms
Lee Vines
Leif Erickson
Lemont Johnson
Leonard Sterling
Leon Janney
Les Damon
Les Paul Trio
Les Thompson
Les Tremayne
Lew Ayres
Lewis Stone
Lew Parker
Lillian Lee
Lillian Randolph
Linda Ware
Lindsey Mccary
Lional Stander
Lionel Barrymore
Lloyd Bruuell
Lon Clark
Lou Costello
Louella Parsons
Lou Holtz
Louie Sobel
Louis A. Witten
Louis Dean
Louise Erickson
Louise Massey And Her Westerners
Lou Tobin
Lowell Cartwright
Lucille Ball
Lurene Tuttle
Lynne Murphy
Macdonald Carey
Madeliene Pierce
Mandel Kramer
Marcie Mcguire
Margaret Anglin
Margaret Braeton
Margaret Macdonald
Margaret Mccrea
Margaret Whiting
Marian Jordon
Marian Morgan
Marie Wilson
Mario Lanza
Marion Claire
Marion Hutton
Marion Morgan
Marion Sharkley
Marjorie Anderson
Marjorie Westbury
Mark Harris
Mark Hellinger
Martha Mears
Martha Tilton
Martha Wentworth
Martha Wright
Martin Block
Martin Gabel
Martin Huston
Martin Welde
Marvin 'smokey' Montgomery
Marvin Camries
Marvin Miller
Mary Astor
Mary Ellen Kaye
Mary Flynn
Mary Jane Croft
Mary Lee Robb
Mary Mcconnell
Mary Shipp
Mary Small
Mason Adams
Maurice Franklin
Maurice Tarplin
Maxie Rosenbloom
Maxine Gray
Mel Allen
Mel Blanc
Mercedes Mccambridge
Merle Travis
Merrill Fugit
Merwyn Bogue
Michael Dunn
Michael O'shea
Michael Raffetto
Michael Redgrave
Michael Roy
Mickey Rooney
Mike Wallace
Milton Berle
Milton Cross
Mindy Carson
Minerva Pios
Miriam Wolfe
Misha Ayer
Mitzie Lamar
Mitzi Green
Monica Gray
Monty Woolley
Morton Downey
Morty Nevins
Murray Wagner
Myra Marsh
Myron Wallace
Nancy Carr
Nancy Mccullom
Nanette Sargent
Natalie Masters
Nathan Van Cleave
Ned Wever
Nelson Case
Nelson Eddy
Nick Dawson
Nickodemus Brown
Noel Boggs
Noreen Gammill
Norma Jean Nilsson
Norman Brokenshire
Norman Gottschalk
Norvell Slater
Olan Soule
Ole Olsen
Oliver Hardy
Opie Cates
Orson Welles
Oscar Brown Jr.
Otto Kroeger
Owen James
Ozzie Dunn
Ozzie Nelson
Parker Fennely
Parley Baer
Part Barnes
Pat Bishop
Pat Butrum
Pat Friday
Pat Mcgeehan
Pat Padgett
Pat Patrick
Pat Pritchard
Patricia Dunlap
Patricia Weil
Patrick Allen
Patrick Barr
Patrick McGeehan
Patsy Moran
Patti Chapman
Paul Conrad
Paul Douglas
Paul Dubov
Paul Frees
Paul Hardwick
Pauline Alpert
Paul Lavalle
Paul Luther
Paul Mcgrath
Paul Nero
Paul Oliphant
Paul Shannon
Paul Weston Orchestra
Paul Whiteman
Pedro De Cordoba
Peggy Allenby
Peggy Webber
Peg La Centra
Penny Singleton
Perry Botkin
Perry Como
Perry Dicky
Perry Ward
Pert Kelton
Peter Cook
Peter Donald
Peter Leeds
Phil Baker
Phil Brito
Phil Harris
Phillip Clarke
Phil Malcom
Phil Ohman
Phil Regan
Pick Malone
Pinky Lee
Portland Hoffa
Ralph Christian
Ralph Dumke
Ralph Edwards
Ralph Langly
Ralph Moody
Ralph Paul
Ralph Rose
Ralph Werden
Ransom Sherman
Ray Bolger
Ray Collins
Ray Goulding
Ray Hedge
Ray Herbeck
Ray Milland
Raymond Burr
Raymond Edward Johnson
Raymond Massey
Raymond Morgan
Ray Morgan
Ray Noble
Ray Perkins
Ray Shannon
Rebecca Front
Red Corcoran
Redd Harper
Red Foley
Red Nichols And The Five Pennys
Red Skelton
Reed Hadley
Reginald Sharland
Reverend E.J. Rawlings
Rex Allen
Rhoda Williams
Richard Denning
Richard Dix
Richard Gordon
Richard Keith
Richard Le Grand
Richard Page
Richard Stark
Richard Willis
Ricky Nelson
Robert Benchley
Robert Clark
Robert Cummings
Robert Dryden
Robert Gardner
Robert Lindsay
Robert Merrill
Robert Q. Lewis
Robert Readick
Robert Ripley
Robert Warren
Robert Young
Roc Rogers
Rod O'connor
Rod Serling
Roger Bower
Roger Pryor
Rolley Thomas
Ronald Colman
Rosalind Russell
Rose Marie
Rose Marie Curley
Rosemary Clooney
Roy Rogers
Roy Rowan
Roy Shields And His Orchestra
Ruby Dandridge
Rudy Wissler
Russ Dunbar
Russell Horton
Russell Thorson
Ruth Etting
Ruth Gilbert
Ruth Perrott
Ruth Yorke
Sam Buffington
Sam Edwards
Sammie Ogg
Sandra Gould
Sandra Lawrence
Santos Ortega
Sarah Brenner
Sarah Selby
Scott Beach
Scott Douglas
Scrappy Lambert
Hal Gibney
Sheila Graham
Sheilah James
Sheila Sewell
Sheldon Leonard
Shiela Simms
Shirley Mitchell
Shug Fisher
Sidney Ellstrom
Sidney Greenstreet
Sidney Slon
Sidney Walton
Simone Simon
Simon Greenall
Smith Twins
Smokey Rogers
Sondra Gair
Sons Of The Pioneers
Spike Jones
Squibb Chorus
Staats Cotsworth
Stacy Harris
Stan Freberg
Stan Laurel
Stan Lomax
Stats Cotsworth
Steve Allen
Steve Courtleigh
Steve Dunn
Steve Stran
Stuart Best
Stuart Buchanan
Stuart Erwin
Stuffy Singer
Suzie West
Swing Choir
Sydney Smith
Sylvia Jones
Tammy Grimes
Ted Collins
Ted Dale Orchestra
Ted De Corsia
Ted Donaldson
Teddy Bergman
Ted Husing
Ted Mallie
Ted Meyers
Ted Osborn
Ted Pearson
Terry Deer
Terry O'sullivan
Texanne Nation
Tex Antoine
Tex Atchison
Tex Mccrary
Tex Ritter
Tex Saunders
Tex Williams
The Andrews Sisters
The City Slickers
The Darktown Quartet
The Fontaine Children
The Four Vagabonds
The Gene Plummer Quartet
The Joe Moony Quartet
The King's Men
Thelma Boardman
The Mello-men
The Melody Maids
Theodore Von Eltz
The Page Cavanaugh Trio
The Pied Pipers
The Revelers
The Rhythm Riders
The Roundup Boys
The Sons Of The Pioneers
The Thrasher Sisters
The Town Criers
Thomas Hayward
Thomas Hyland
Thomas L. Thomas
Thor Ericson
Tiny Ruffner
Toby Reed
Toby Robins
Todd Russell
Tol Avery
Tom Baxter
Tom Breneman
Tom Collins
Tom Howard
Tom Jaffrey
Tommy Bernard
Tommy Cook
Tommy Dorsey
Tommy Riggs
Tom Reddy
Tom Shirley
Tom Teriss
Toni Darney
Tony La Frano
Tony Martin
Tony Marvin
Tony Motolla
Tony Walberg
True Boardman
Truman Bradley
Tudor Owen
Turhan Bay
Tyler Mc Vey
Tyrone Power
Uncle Bill Adams
Vera Massey
Vera Vague
Verna Felton
Vernon Crane
Vern Smith
Vickie Barrie
Vicki Viola
Vic Perrin
Victor Borge
Victor Jory
Vincent Lopez And His Orchestra
Vincent Price
Vinton Hayworth
Virgil Pinkly
Virginia Fields
Virginia Gregg
Virginia Raye
Virginia Welles
Vivi Janiss
Wally Meyer
Walt Disney
Walter B. Pitkin
Walter Compton
Walter Gibson
Walter Hampden
Walter Kiernan
Walter Mason
Walter Mcgraw
Walter O'keefe
Walter Pidgeon
Walter Tetley
Warren Hull
Warren Parker
Wayne Howell
Wayne King
Webley Edwards
Wendell Hall
Wendell Niles
Whitey Henry
Willard Scott
Willard Waterman
William Bendix
William Boyd
William Conrad
William Demarest
William Demling
William Everett
William Farnum
William Gargan
William Green
William Griffis
William Harrison
William Janney
William Ruston
Will Rogers
Will Wright
Wilms Herbert
Win Elliot
Winston County Pea Pickers
Zelda Rihards
